Date,Open,High,Low,Close,Adj Close,Volume
2002-03-21,115.300003,115.900002,114.120003,115.290001,105.23,25846800
2002-03-22,115.5,115.940002,114.699997,115.040001,105.01,15235400
2002-03-25,115.089996,115.360001,113.300003,113.610001,103.7,17499600
2002-03-26,113.519997,115.019997,113.470001,114.269997,104.3,19947600
2002-03-27,114.029999,115.010002,113.760002,114.57,104.58,19020300
2002-03-28,114.970001,115.769997,114.5,114.519997,104.53,17532900
2002-04-01,114.230003,115.099998,113.5,114.57,104.58,17711000
2002-04-02,113.980003,114.949997,113.769997,113.940002,104,15669500
2002-04-03,114.010002,114.209999,112.160004,113.139999,103.27,25658500
2002-04-04,112.599998,113.400002,112.230003,112.669998,102.84,23549000
2002-04-05,113.190002,113.629997,112.18,112.690002,102.86,19404900
2002-04-08,111.32,113.029999,111.230003,112.93,103.08,16470100
2002-04-09,113.18,113.18,111.93,112.139999,102.36,15122700
2002-04-10,112.099998,113.540001,112.089996,113.410004,103.52,17199300
2002-04-11,112.889999,113.050003,110.5,110.589996,100.94,25453700
2002-04-12,111.019997,111.650002,110.040001,111.419998,101.7,14950600
2002-04-15,111.620003,111.860001,110.199997,110.57,100.93,17394900
2002-04-16,111.699997,113.32,111.669998,113.199997,103.33,15040900
2002-04-17,113.389999,113.669998,112.599998,112.959999,103.11,12920100
2002-04-18,112.900002,113.459999,111.150002,112.470001,102.66,25204800
2002-04-19,113.199997,113.239998,112.559998,112.879997,103.04,10499200
2002-04-22,112.379997,112.43,110.839996,111,101.32,13922900
2002-04-23,111.089996,111.480003,110.169998,110.519997,100.88,16967000
2002-04-24,110.559998,111.809998,109.400002,109.410004,99.87,18902700
2002-04-25,109.209999,109.739998,108.720001,109.470001,99.92,25451500
2002-04-26,109.790001,110.010002,107.290001,107.389999,98.02,19769800
2002-04-29,107.93,108.260002,106.629997,106.860001,97.54,17724400
2002-04-30,107.019997,108.639999,106.639999,107.860001,98.45,19473500
2002-05-01,107.970001,109.25,106.800003,109.18,99.66,24575600
2002-05-02,109.099998,109.910004,107.779999,108.760002,99.27,15666800
2002-05-03,108.599998,108.760002,107.199997,107.580002,98.2,18185500
2002-05-06,107.639999,107.989998,105.309998,105.470001,96.27,23630400
2002-05-07,106.099998,106.32,104.900002,105.099998,95.93,21910000
2002-05-08,107.050003,109.360001,106.790001,109.010002,99.5,27917400
2002-05-09,108.650002,109.099998,107.580002,107.75,98.35,18085600
2002-05-10,107.970001,108.050003,105.599998,105.720001,96.5,18958900
2002-05-13,106.220001,107.949997,105.790001,107.870003,98.46,14677700
2002-05-14,109.620003,110.370003,109,110.220001,100.61,34201200
2002-05-15,109.5,110.910004,109.290001,109.790001,100.21,29535300
2002-05-16,109.699997,110.480003,109.330002,110.360001,100.73,28092000
2002-05-17,110.660004,111.25,110.099998,110.900002,101.23,27823700
2002-05-20,110.639999,110.690002,109.489998,109.699997,100.13,13833800
2002-05-21,110.110001,110.480003,108.32,108.699997,99.22,16877200
2002-05-22,108.220001,109.120003,108,108.940002,99.44,15844200
2002-05-23,109.260002,110.360001,108.480003,110.099998,100.5,13879800
2002-05-24,109.980003,110.199997,108.610001,108.690002,99.21,11877000
2002-05-28,109.050003,109.129997,107.449997,108.099998,98.67,24236900
2002-05-29,107.620003,108.019997,107.129997,107.300003,97.94,14773300
2002-05-30,106.550003,107.510002,105.900002,107,97.67,18217900
2002-05-31,107.400002,108.559998,106.849998,107.220001,97.87,19826300
2002-06-03,107.089996,107.599998,104.129997,104.370003,95.27,26056300
2002-06-04,104.150002,105.199997,103.550003,104.629997,95.5,25856200
2002-06-05,104.949997,105.669998,104.349998,105.610001,96.4,19695900
2002-06-06,105.540001,105.599998,103.150002,103.459999,94.44,22998500
2002-06-07,101.779999,103.919998,101.720001,103.339996,94.33,24011600
2002-06-10,103.239998,104.459999,103.019997,103.739998,94.69,18759900
2002-06-11,104.129997,104.540001,101.730003,101.959999,93.07,19990700
2002-06-12,101.709999,102.809998,100.779999,102.580002,93.63,31266000
2002-06-13,102.129997,103,101.339996,101.550003,92.69,21043900
2002-06-14,100.309998,101.559998,98.5,101.400002,92.56,39267500
2002-06-17,101.919998,104.339996,101.849998,104.120003,95.04,17647200
2002-06-18,103.739998,105.029999,103.629997,104.970001,95.82,21628500
2002-06-19,103.5,104.43,102.239998,102.519997,93.58,21540700
2002-06-20,102.260002,103.050003,100.959999,101.209999,92.38,25691000
2002-06-21,100.470001,100.93,98.68,99.279999,90.94,31190700
2002-06-24,98.610001,100.690002,97.25,99.800003,91.41,37169700
2002-06-25,100.300003,100.889999,97.540001,97.559998,89.36,33355000
2002-06-26,95.199997,98.150002,95.190002,97.720001,89.51,37913600
2002-06-27,98.5,99.489998,96.57,99.43,91.08,31616400
2002-06-28,99.239998,100.5,98.879997,98.959999,90.65,28184200
2002-07-01,99.18,99.800003,96.889999,97.029999,88.88,20270200
2002-07-02,96.860001,97.199997,94.769997,94.970001,86.99,34213900
2002-07-03,94.620003,95.839996,93.720001,95.510002,87.49,30565800
2002-07-05,96.779999,99.529999,96.660004,99.309998,90.97,19013500
2002-07-08,98.980003,99.699997,97.559998,98.07,89.83,19118600
2002-07-09,97.730003,98.339996,95.010002,95.599998,87.57,28620400
2002-07-10,96,96.07,92.040001,92.120003,84.38,50522500
2002-07-11,91.760002,93.349998,90.32,92.870003,85.07,59476500
2002-07-12,93.330002,93.889999,91.519997,91.849998,84.13,39018600
2002-07-15,91.639999,92.400002,87.889999,92.339996,84.58,77317200
2002-07-16,91.120003,92.379997,89.870003,90.559998,82.95,53282400
2002-07-17,92.459999,93.300003,89.75,90.739998,83.12,48880600
2002-07-18,90.699997,91.099998,87.75,87.800003,80.42,32656700
2002-07-19,86.760002,87.550003,84.300003,84.709999,77.59,77572600
2002-07-22,84.099998,85.910004,81.449997,82.199997,75.29,78134000
2002-07-23,82.550003,83.239998,79.75,79.949997,73.23,74484100
2002-07-24,78.129997,85.120003,77.68,84.720001,77.6,107022800
2002-07-25,84.269997,85.849998,81.599998,84,76.94,87176600
2002-07-26,84.650002,85.93,83.800003,85.599998,78.41,41206800
2002-07-29,87.5,90.339996,87.300003,89.769997,82.23,53492900
2002-07-30,89.32,91.400002,88.720001,90.940002,83.3,47532200
2002-07-31,90.489998,91.550003,89.25,91.160004,83.5,44669900
2002-08-01,90.879997,91.349998,88.330002,88.779999,81.32,66571900
2002-08-02,88.5,88.910004,85.620003,86.790001,79.5,51772900
2002-08-05,86.489998,86.93,83.550003,83.769997,76.73,47191300
2002-08-06,85.230003,87.900002,85.110001,86.589996,79.31,64730000
2002-08-07,87.870003,88.5,85.769997,88.099998,80.7,43289400
2002-08-08,88.419998,91.099998,87.800003,90.949997,83.31,48339800
2002-08-09,90.099998,91.940002,89.349998,91.290001,83.62,41879200
2002-08-12,89.989998,91.269997,89.550003,90.620003,83.01,25841700
2002-08-13,90.150002,91.660004,88.650002,88.970001,81.49,49690500
2002-08-14,89.019997,92.629997,88.019997,92.220001,84.47,57423600
2002-08-15,92.839996,93.989998,92.199997,93.5,85.64,45551500
2002-08-16,92.82,94.080002,92,93.220001,85.39,36517300
2002-08-19,93.459999,95.75,93.099998,95.400002,87.38,33669900
2002-08-20,94.82,95.400002,93.620003,94.389999,86.46,30508300
2002-08-21,95.059998,95.779999,93.57,95.75,87.71,39628900
2002-08-22,95.489998,97.150002,95.07,96.68,88.56,38399800
2002-08-23,96.010002,96.150002,94.150002,94.599998,86.65,33716400
2002-08-26,94.910004,95.639999,93.5,95.260002,87.26,33830100
2002-08-27,95.699997,96.25,93.5,94.160004,86.25,35335700
2002-08-28,93.279999,93.489998,91.800003,92.099998,84.36,38970600
2002-08-29,91.269997,93.050003,90.809998,92.139999,84.4,42965700
2002-08-30,91.68,93.389999,91.400002,91.779999,84.07,30366700
2002-09-03,90.730003,91,88.150002,88.279999,80.86,76586400
2002-09-04,88.610001,90.25,88.059998,89.540001,82.02,51099500
2002-09-05,88.489998,89.43,87.5,88.779999,81.32,67250900
2002-09-06,89.75,90.57,89.339996,90,82.44,38622200
2002-09-09,89.099998,91.349998,88.800003,90.660004,83.04,33998400
2002-09-10,91.139999,91.779999,90.559998,91.699997,84,41416600
2002-09-11,92.470001,93.330002,91.099998,91.129997,83.47,27711200
2002-09-12,90.75,90.839996,88.989998,89.449997,81.93,43601700
2002-09-13,88.690002,89.900002,88.25,89.669998,82.14,41131000
2002-09-16,89.309998,89.889999,88.459999,89.889999,82.34,28167600
2002-09-17,90.889999,91.190002,87.75,87.830002,80.45,47609700
2002-09-18,87.010002,88.5,86.279999,86.949997,79.64,54719400
2002-09-19,85.989998,86.800003,84.699997,84.699997,77.58,48510500
2002-09-20,84.919998,85.199997,84.050003,84.349998,77.61,46325600
2002-09-23,83.650002,84.059998,82.690002,83.660004,76.97,46893800
2002-09-24,82.440002,83.650002,81.849998,82.309998,75.73,69507000
2002-09-25,83.370003,84.769997,82.040001,84.349998,77.61,59294400
2002-09-26,85.019997,85.970001,84.449997,85.730003,78.88,53638000
2002-09-27,85,85.629997,82.75,82.75,76.14,64648300
2002-09-30,82,82.800003,80.900002,81.790001,75.25,73096400
2002-10-01,82.43,85.769997,81.470001,85.720001,78.87,67198100
2002-10-02,84.690002,85.529999,82.599998,83.150002,76.51,56749100
2002-10-03,83.139999,84.599998,81.949997,82.309998,75.73,55547000
2002-10-04,82.800003,82.919998,79.580002,80.800003,74.34,68483700
2002-10-07,80.059998,81.199997,78.550003,79.129997,72.81,53188000
2002-10-08,79.809998,81.309998,78.199997,80.370003,73.95,79531000
2002-10-09,79.089996,79.699997,77.779999,78.099998,71.86,79956400
2002-10-10,77.940002,81.07,77.07,80.629997,74.19,76749000
2002-10-11,82.099998,84.730003,81.82,84.160004,77.43,82308300
2002-10-14,83.199997,84.849998,83.040001,84.629997,77.87,40631900
2002-10-15,86.989998,88.720001,86.849998,88.699997,81.61,82320300
2002-10-16,87.410004,87.800003,85.919998,86.550003,79.63,62977800
2002-10-17,88.870003,89.300003,87.849998,88.269997,81.22,68534100
2002-10-18,87.650002,89.110001,86.93,88.639999,81.56,47448700
2002-10-21,88.120003,90.5,87.57,90.169998,82.96,45859100
2002-10-22,89.050003,90.010002,88.519997,89.519997,82.37,40966800
2002-10-23,88.769997,90.269997,87.68,90.199997,82.99,54905800
2002-10-24,90.75,90.900002,88.099998,88.360001,81.3,54987400
2002-10-25,88.209999,90.389999,87.940002,90.199997,82.99,43672100
2002-10-28,91.150002,91.290001,88.849998,89.610001,82.45,39416100
2002-10-29,89.080002,89.489998,87,88.57,81.49,59508200
2002-10-30,88.68,89.959999,88.230003,89.43,82.28,41688600
2002-10-31,89.660004,90.300003,88.190002,88.519997,81.45,41620600
2002-11-01,88.349998,90.82,88.050003,90.269997,83.06,51878900
2002-11-04,91.800003,92.940002,90.900002,91.129997,83.85,49080600
2002-11-05,90.839996,92.07,90.839996,91.849998,84.51,37270800
2002-11-06,92.480003,93.07,90.790001,93.040001,85.6,65013100
2002-11-07,92.019997,92.220001,90.220001,90.760002,83.51,51572000
2002-11-08,90.529999,91.57,89.519997,89.650002,82.49,37905400
2002-11-11,89.510002,89.559998,87.800003,88.260002,81.21,33505100
2002-11-12,88.660004,89.93,88.370003,88.959999,81.85,37724500
2002-11-13,88.32,89.739998,87.449997,89.050003,81.93,63891500
2002-11-14,90.07,91,89.75,90.730003,83.48,31896800
2002-11-15,90,91.550003,89.949997,91.400002,84.1,39152100
2002-11-18,92.150002,92.150002,90.349998,90.480003,83.25,28934800
2002-11-19,90.019997,91.099998,89.760002,90.360001,83.14,32806600
2002-11-20,89.980003,92.419998,89.949997,92.370003,84.99,36688400
2002-11-21,92.599998,94.190002,92.43,94.089996,86.57,55128200
2002-11-22,93.480003,94.269997,93.269997,93.419998,85.95,32513800
2002-11-25,93.43,94.260002,92.769997,93.480003,86.01,33846400
2002-11-26,93.07,93.449997,91.620003,91.699997,84.37,42284700
2002-11-27,92.519997,94.650002,92.43,94.279999,86.75,37764000
2002-11-29,94.800003,94.949997,93.769997,93.980003,86.47,19385700
2002-12-02,95.470001,96.050003,93.220001,94.129997,86.61,49911900
2002-12-03,93.25,93.400002,92.349998,92.870003,85.45,34407700
2002-12-04,91.769997,93.139999,91.43,92.449997,85.06,64040800
2002-12-05,92.730003,92.800003,91.099998,91.43,84.12,36724900
2002-12-06,90.120003,92.169998,89.980003,92.029999,84.68,49824100
2002-12-09,91.07,91.459999,89.480003,89.5,82.35,36789600
2002-12-10,90.019997,91.099998,89.760002,90.699997,83.45,33319900
2002-12-11,90.419998,91.620003,90.160004,90.779999,83.53,39201000
2002-12-12,91.199997,91.489998,90.199997,90.769997,83.52,34465600
2002-12-13,89.910004,90.480003,89.269997,89.339996,82.2,36862200
2002-12-16,89.82,91.790001,89.660004,91.650002,84.33,37098400
2002-12-17,91.370003,91.739998,90.739998,90.849998,83.59,32353900
2002-12-18,90.32,90.400002,89.330002,89.800003,82.62,35612600
2002-12-19,89.349998,90.699997,88.599998,89.160004,82.03,39264200
2002-12-20,89.199997,90.019997,89.099998,89.989998,83.21,31176900
2002-12-23,89.589996,90.470001,89.309998,90.019997,83.23,22599300
2002-12-24,89.589996,89.860001,89.25,89.349998,82.61,10937000
2002-12-26,89.699997,90.610001,88.839996,89.389999,82.65,17485600
2002-12-27,88.959999,89.290001,87.379997,87.379997,80.79,22205700
2002-12-30,87.790001,88.470001,87.220001,88.110001,81.47,29968000
2002-12-31,87.989998,88.43,87.110001,88.230003,81.58,34036600
2003-01-02,88.849998,91.300003,88.540001,91.07,84.2,44516300
2003-01-03,90.910004,91.379997,90.5,91.349998,84.46,32222600
2003-01-06,91.239998,93.489998,91.169998,92.959999,85.95,40984500
2003-01-07,92.900002,93.370003,92.199997,92.730003,85.74,38640400
2003-01-08,92.199997,92.400002,91.050003,91.389999,84.5,38702200
2003-01-09,91.82,93.18,91.410004,92.809998,85.81,34804900
2003-01-10,91.949997,93.639999,91.800003,93.059998,86.04,37768900
2003-01-13,93.540001,93.860001,92.440002,93.029999,86.02,31649900
2003-01-14,92.690002,93.830002,92.410004,93.330002,86.29,30733000
2003-01-15,93.540001,93.57,91.910004,92.400002,85.43,33511800
2003-01-16,92.5,92.93,91.449997,92.019997,85.08,44812100
2003-01-17,90.989998,92.300003,90.150002,90.660004,83.82,35618300
2003-01-21,90.870003,90.919998,88.949997,89.25,82.52,36826200
2003-01-22,88.769997,89.800003,88,88.169998,81.52,42286500
2003-01-23,88.75,89.379997,87.949997,88.709999,82.02,55919800
2003-01-24,88.589996,88.68,86.169998,86.379997,79.87,68633900
2003-01-27,85.730003,86.800003,84.5,85.199997,78.78,57884400
2003-01-28,85.629997,86.400002,85.129997,85.830002,79.36,46929100
2003-01-29,85.419998,87.18,84.769997,86.480003,79.96,53712200
2003-01-30,86.790001,86.879997,84.400002,84.43,78.06,49845900
2003-01-31,84.150002,86.209999,84.150002,86.059998,79.57,55317000
2003-02-03,86.139999,86.809998,85.919998,86.230003,79.73,39696000
2003-02-04,85.309998,85.75,84.300003,85.379997,78.94,43633400
2003-02-05,85.75,86.540001,84.480003,84.849998,78.45,55270600
2003-02-06,84.370003,84.889999,83.650002,84.449997,78.08,53638000
2003-02-07,84.910004,84.989998,82.970001,83.419998,77.13,43165000
2003-02-10,83.459999,84.129997,82.650002,84.010002,77.68,45455900
2003-02-11,84.370003,84.879997,82.830002,83.43,77.14,46861000
2003-02-12,83.160004,83.620003,82.089996,82.099998,75.91,35873600
2003-02-13,82.150002,82.660004,81,82.349998,76.14,57934100
2003-02-14,82.370003,84.199997,81.82,84.150002,77.81,59580900
2003-02-18,84.529999,85.800003,84.389999,85.629997,79.17,39492700
2003-02-19,85.32,85.470001,84.279999,85.18,78.76,31432000
2003-02-20,85.209999,85.419998,84.050003,84.330002,77.97,29280100
2003-02-21,84.379997,85.739998,83.459999,85.18,78.76,60955800
2003-02-24,84.93,85,83.589996,83.800003,77.48,30628600
2003-02-25,82.949997,84.489998,82.220001,84.470001,78.1,56770600
2003-02-26,84.019997,84.529999,83.080002,83.239998,76.96,37787200
2003-02-27,83.699997,84.75,83.160004,84.339996,77.98,51126000
2003-02-28,84.470001,85.230003,84.160004,84.900002,78.5,43666800
2003-03-03,85.260002,85.779999,83.720001,84.089996,77.75,42923100
2003-03-04,83.949997,84.010002,82.650002,82.75,76.51,31440500
2003-03-05,82.610001,83.540001,82.360001,83.449997,77.16,43974700
2003-03-06,82.870003,83.519997,82.470001,82.75,76.51,41217700
2003-03-07,81.610001,83.989998,81.43,83.32,77.04,63538000
2003-03-10,82.599998,82.860001,81.099998,81.32,75.19,41014100
2003-03-11,81.480003,82,80.480003,80.519997,74.45,48102700
2003-03-12,80.379997,81.099998,79.379997,81.059998,74.95,62459800
2003-03-13,82.18,83.910004,81.529999,83.860001,77.54,72117800
2003-03-14,84.199997,84.769997,83.349998,84.129997,77.79,63951800
2003-03-17,83.459999,86.949997,83.220001,86.779999,80.24,88217500
2003-03-18,87.150002,87.349998,86.279999,87.290001,80.71,50792300
2003-03-19,87.279999,88.160004,86.68,87.959999,81.33,49630800
2003-03-20,87.330002,88.589996,86.349998,88.150002,81.5,67321600
2003-03-21,88.800003,89.879997,87.93,89.669998,83.24,71165300
2003-03-24,88.019997,88.139999,86.349998,86.690002,80.48,65398900
2003-03-25,86.739998,88.260002,86.440002,87.519997,81.25,61040100
2003-03-26,87.559998,87.849998,86.800003,87.080002,80.84,45740800
2003-03-27,86.400002,87.660004,85.989998,87.150002,80.9,53120200
2003-03-28,86.470001,87.279999,86.25,86.709999,80.5,32583000
2003-03-31,85.349998,86.589996,84.400002,84.739998,78.67,61119500
2003-04-01,85.25,86.389999,84.910004,86.040001,79.87,53574000
2003-04-02,87.540001,88.769997,87.5,88.120003,81.8,50431200
2003-04-03,88.870003,88.989998,87.650002,87.699997,81.41,48755500
2003-04-04,88.43,88.589996,87.620003,88.220001,81.9,36250100
2003-04-07,90.339996,90.849998,87.970001,88.050003,81.74,69776200
2003-04-08,88.300003,88.650002,87.709999,88.190002,81.87,39712700
2003-04-09,88.360001,89.099998,86.769997,87.029999,80.79,55647300
2003-04-10,87.089996,87.629997,85.709999,87.510002,81.24,41812400
2003-04-11,88.160004,88.699997,86.860001,87.150002,80.9,47730100
2003-04-14,87.470001,89,87,88.949997,82.58,36711700
2003-04-15,88.839996,89.779999,88.419998,89.779999,83.35,49709800
2003-04-16,89.910004,90.059998,88.029999,88.25,81.93,51788000
2003-04-17,88.300003,89.720001,88.190002,89.559998,83.14,37403100
2003-04-21,89.860001,90.160004,89.059998,89.650002,83.23,32052700
2003-04-22,89.099998,91.559998,88.889999,91.339996,84.79,59763600
2003-04-23,91.620003,92.349998,91.239998,92.18,85.57,44227100
2003-04-24,91.529999,92.080002,90.959999,91.360001,84.81,49692400
2003-04-25,91.300003,91.470001,90.019997,90.230003,83.76,43917200
2003-04-28,90.440002,92.190002,90.300003,91.790001,85.21,46432900
2003-04-29,92.139999,92.800003,91.400002,92.110001,85.51,52017100
2003-04-30,91.910004,92.57,91.410004,91.910004,85.32,48709100
2003-05-01,91.919998,92.730003,90.5,91.900002,85.31,50240400
2003-05-02,91.559998,93.470001,91.489998,93.209999,86.53,50201500
2003-05-05,93.470001,93.779999,92.5,93.029999,86.36,35437800
2003-05-06,93.040001,94.379997,93,93.910004,87.18,44401000
2003-05-07,93.419998,94.139999,92.970001,93.389999,86.7,41413100
2003-05-08,92.519997,93.330002,92.279999,92.449997,85.82,40570700
2003-05-09,92.830002,93.800003,92.610001,93.730003,87.01,33608100
2003-05-12,93.5,95.120003,93.279999,94.879997,88.08,35662300
2003-05-13,94.529999,95.18,94.260002,94.709999,87.92,39253600
2003-05-14,95.089996,95.239998,93.910004,94.510002,87.74,32195100
2003-05-15,94.889999,95.330002,94.25,95.110001,88.29,43879200
2003-05-16,94.889999,95.449997,94.260002,94.870003,88.07,38905000
2003-05-19,94.150002,94.419998,92.330002,92.650002,86.01,41606000
2003-05-20,92.82,93.029999,91.589996,92.459999,85.83,55404600
2003-05-21,92.110001,92.879997,91.910004,92.650002,86.01,49333800
2003-05-22,92.949997,94.050003,92.68,93.57,86.86,38421800
2003-05-23,93.529999,93.980003,93.139999,93.760002,87.04,26155900
2003-05-27,93.300003,95.839996,93.07,95.400002,88.56,43719200
2003-05-28,95.849998,96.470001,95.43,95.669998,88.81,37727100
2003-05-29,95.879997,96.82,95.080002,95.419998,88.58,50844200
2003-05-30,95.900002,97.089996,95.559998,96.949997,90,52529500
2003-06-02,97.529999,98.449997,96.669998,97.349998,90.37,50305500
2003-06-03,97.150002,97.839996,96.849998,97.75,90.74,38254500
2003-06-04,97.660004,99.349998,97.57,99.160004,92.05,49360700
2003-06-05,98.580002,99.650002,98.269997,99.650002,92.51,46262400
2003-06-06,100.400002,101.400002,99.129997,99.260002,92.15,60356800
2003-06-09,98.769997,99.099998,97.769997,98.25,91.21,37808500
2003-06-10,98.459999,99.260002,98.190002,99.25,92.14,29965900
2003-06-11,99.160004,100.389999,98.709999,100.300003,93.11,37610200
2003-06-12,100.75,100.900002,99.620003,100.610001,93.4,36442000
2003-06-13,100.610001,100.75,98.949997,99.559998,92.43,48628300
2003-06-16,99.959999,101.699997,99.800003,101.660004,94.37,36326300
2003-06-17,102.07,102.18,101.230003,101.660004,94.37,36801800
2003-06-18,101.290001,102.139999,101,101.57,94.29,35521000
2003-06-19,101.639999,101.730003,99.839996,100.019997,92.85,43551700
2003-06-20,100.389999,100.5,99.419998,99.440002,92.65,41545000
2003-06-23,99.449997,99.660004,97.919998,98.419998,91.7,34237500
2003-06-24,98.220001,99.089996,98.019997,98.519997,91.79,36213600
2003-06-25,98.529999,99.440002,97.529999,97.529999,90.87,47743400
2003-06-26,97.779999,98.980003,96.959999,98.800003,92.05,33477300
2003-06-27,98.75,99.190002,97.580002,97.660004,90.99,54208800
2003-06-30,98.220001,98.669998,97.470001,97.629997,90.96,33349000
2003-07-01,97.25,98.849998,96.43,98.529999,91.8,51322800
2003-07-02,98.769997,99.790001,98.57,99.769997,92.95,34662100
2003-07-03,99.07,99.849998,97.900002,98.739998,91.99,30792800
2003-07-07,99.650002,100.900002,99.650002,100.699997,93.82,31391100
2003-07-08,100.5,101.290001,100.169998,101.150002,94.24,30952500
2003-07-09,100.919998,101.400002,100.029999,100.580002,93.71,36528500
